K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_26_639.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_26_639.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_26_639.jpg, -0.2622517, 1, 0, 3.430624
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_26_741.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_26_741.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_26_741.jpg, 0, 1, 0, 4.836494
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_26_844.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_26_844.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_26_844.jpg, 0, 1, 0, 5.993535
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_26_948.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_26_948.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_26_948.jpg, 0, 1, 0, 7.13965
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_27_051.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_27_051.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_27_051.jpg, 0, 1, 0, 8.274984
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_27_157.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_27_157.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_27_157.jpg, -0.07731412, 1, 0, 9.398057
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_27_260.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_27_260.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_27_260.jpg, -0.1976217, 1, 0, 10.69683
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_27_363.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_27_363.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_27_363.jpg, 0, 1, 0, 11.62835
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_27_464.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_27_464.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_27_464.jpg, 0, 1, 0, 12.87112
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_27_570.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_27_570.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_27_570.jpg, 0, 1, 0, 13.86652
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_27_671.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_27_671.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_27_671.jpg, -0.05677125, 1, 0, 15.1516
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_27_771.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_27_771.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_27_771.jpg, -0.08415312, 1, 0, 15.91072
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_27_873.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_27_873.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_27_873.jpg, 0, 1, 0, 17.20809
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_27_975.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_27_975.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_27_975.jpg, 0, 1, 0, 18.04911
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_28_078.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_28_078.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_28_078.jpg, -0.2914009, 1, 0, 19.20341
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_28_184.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_28_184.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_28_184.jpg, 0, 1, 0, 20.39778
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_28_287.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_28_287.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_28_287.jpg, 0, 1, 0, 21.31501
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_28_393.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_28_393.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_28_393.jpg, -0.2797193, 1, 0, 22.33197
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_28_498.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_28_498.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_28_498.jpg, -0.4003299, 1, 0, 23.15509
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_28_600.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_28_600.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_28_600.jpg, -0.05240649, 1, 0, 24.33537
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_28_706.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_28_706.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_28_706.jpg, 0, 1, 0, 25.28741
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_28_807.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_28_807.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_28_807.jpg, 0, 1, 0, 26.23932
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_28_908.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_28_908.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_28_908.jpg, 0, 1, 0, 27.18358
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_29_011.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_29_011.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_29_011.jpg, 0, 1, 0, 28.11844
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_29_112.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_29_112.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_29_112.jpg, 0, 1, 0, 29.04394
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_29_218.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_29_218.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_29_218.jpg, 0, 1, 0, 29.96012
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_29_324.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_29_324.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_29_324.jpg, -0.3163171, 1, 0, 30.16683
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_29_425.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_29_425.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_29_425.jpg, -0.3401114, 1, 0, 30.18063
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_29_526.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_29_526.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_29_526.jpg, -0.05293112, 1, 0, 30.19018
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_29_632.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_29_632.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_29_632.jpg, 0, 1, 0, 30.18956
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_29_737.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_29_737.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_29_737.jpg, 0, 1, 0, 30.1902
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_29_842.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_29_842.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_29_842.jpg, 0, 1, 0, 30.19031
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_29_944.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_29_944.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_29_944.jpg, 0, 1, 0, 30.19029
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_30_049.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_30_049.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_30_049.jpg, 0, 1, 0, 30.1903
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_30_151.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_30_151.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_30_151.jpg, 0, 1, 0, 30.19035
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_30_250.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_30_250.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_30_250.jpg, 0, 1, 0, 30.19034
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_30_353.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_30_353.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_30_353.jpg, -0.2865005, 1, 0, 30.17057
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_30_453.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_30_453.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_30_453.jpg, -0.3455871, 1, 0, 30.17924
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_30_566.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_30_566.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_30_566.jpg, 0, 1, 0, 30.18721
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_30_673.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_30_673.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_30_673.jpg, 0, 1, 0, 30.18984
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_30_782.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_30_782.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_30_782.jpg, 0, 1, 0, 30.19029
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_30_886.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_30_886.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_30_886.jpg, 0, 1, 0, 30.1903
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_30_989.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_30_989.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_30_989.jpg, 0, 1, 0, 30.19059
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_31_092.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_31_092.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_31_092.jpg, 0, 1, 0, 30.1903
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_31_195.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_31_195.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_31_195.jpg, 0, 1, 0, 30.18988
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_31_295.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_31_295.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_31_295.jpg, 0, 1, 0, 30.1903
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_31_396.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_31_396.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_31_396.jpg, 0, 1, 0, 30.19029
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_31_502.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_31_502.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_31_502.jpg, -0.1954196, 1, 0, 30.18125
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_31_607.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_31_607.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_31_607.jpg, 0, 1, 0, 30.18977
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_31_709.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_31_709.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_31_709.jpg, 0, 1, 0, 30.19022
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_31_855.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_31_855.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_31_855.jpg, -0.3132641, 1, 0, 30.17378
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_31_961.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_31_961.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_31_961.jpg, 0, 1, 0, 30.18981
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_32_069.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_32_069.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_32_069.jpg, 0, 1, 0, 30.19032
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_32_169.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_32_169.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_32_169.jpg, 0, 1, 0, 30.1903
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_32_269.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_32_269.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_32_269.jpg, 0, 1, 0, 30.19029
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_32_372.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_32_372.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_32_372.jpg, 0, 1, 0, 30.19028
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_32_475.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_32_475.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_32_475.jpg, 0, 1, 0, 30.19032
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_32_575.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_32_575.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_32_575.jpg, -0.2615362, 1, 0, 30.17401
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_32_681.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_32_681.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_32_681.jpg, 0, 1, 0, 30.18942
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_32_785.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_32_785.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_32_785.jpg, 0, 1, 0, 30.19012
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_32_891.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_32_891.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_32_891.jpg, 0, 1, 0, 30.19026
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_32_993.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_32_993.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_32_993.jpg, -0.2684688, 1, 0, 30.17457
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_33_098.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_33_098.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_33_098.jpg, -0.4664009, 1, 0, 30.15458
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_33_204.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_33_204.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_33_204.jpg, -0.1138603, 1, 0, 30.19255
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_33_305.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_33_305.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_33_305.jpg, 0, 1, 0, 30.18915
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_33_410.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_33_410.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_33_410.jpg, 0, 1, 0, 30.19017
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_33_511.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_33_511.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_33_511.jpg, 0, 1, 0, 30.19028
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_33_615.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_33_615.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_33_615.jpg, 0, 1, 0, 30.19031
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_33_720.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_33_720.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_33_720.jpg, 0, 1, 0, 30.19029
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_33_823.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_33_823.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_33_823.jpg, 0.1052835, 1, 0, 30.18668
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_33_927.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_33_927.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_33_927.jpg, 0, 1, 0, 30.19024
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_34_028.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_34_028.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_34_028.jpg, 0, 1, 0, 30.19065
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_34_131.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_34_131.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_34_131.jpg, 0, 1, 0, 30.19034
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_34_238.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_34_238.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_34_238.jpg, 0, 1, 0, 30.19029
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_34_343.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_34_343.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_34_343.jpg, -0.3166879, 1, 0, 30.16708
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_34_444.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_34_444.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_34_444.jpg, -0.01182206, 1, 0, 30.18957
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_34_546.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_34_546.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_34_546.jpg, 0, 1, 0, 30.19002
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_34_648.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_34_648.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_34_648.jpg, 0, 1, 0, 30.19027
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_34_749.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_34_749.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_34_749.jpg, -0.01860928, 1, 0, 30.19027
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_34_851.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_34_851.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_34_851.jpg, -0.2716549, 1, 0, 30.17354
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_34_954.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_34_954.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_34_954.jpg, 0, 1, 0, 30.18929
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_35_060.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_35_060.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_35_060.jpg, 0, 1, 0, 30.18968
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_35_166.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_35_166.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_35_166.jpg, 0, 1, 0, 30.1903
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_35_270.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_35_270.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_35_270.jpg, -0.1732782, 1, 0, 30.18263
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_35_375.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_35_375.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_35_375.jpg, 0, 1, 0, 30.19001
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_35_479.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_35_479.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_35_479.jpg, 0, 1, 0, 30.19028
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_35_580.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_35_580.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_35_580.jpg, 0, 1, 0, 30.19029
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_35_682.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_35_682.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_35_682.jpg, -0.02015616, 1, 0, 30.19021
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_35_782.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_35_782.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_35_782.jpg, -0.3215773, 1, 0, 30.16657
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_35_884.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_35_884.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_35_884.jpg, -0.0137889, 1, 0, 30.18973
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_35_989.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_35_989.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_35_989.jpg, 0, 1, 0, 30.18999
K:\Games\simulator-windows-64\IMG\center_2019_09_17_20_43_36_095.jpg, K:\Games\simulator-windows-64\IMG\left_2019_09_17_20_43_36_095.jpg, K:\Games\simulator-windows-64\IMG\right_2019_09_17_20_43_36_095.jpg, 0, 1, 0, 30.19026
